what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377037818
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1529377037830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1529377037830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377039600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377039944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377040007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377041034
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1529377041044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1529377041044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377042055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377044324
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1529377044332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1529377044332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377045328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377046193
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1529377046201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1529377046201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377047156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529377048029
