what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529393360669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393364864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393445233
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529393458672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393477207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1529393480031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393484770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1529393484778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393485636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393504210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393506554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393508895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1529393508907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393511119
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1529393511917
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1529393511951
started,bundle,com.lifesting.tool.encoding,1.0.0,"com.lifesting.tool.encoding",1529393515662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393562723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1529393562754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393567444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393618384
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529393618421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393619920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529393659316
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529393662014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1529393662160
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529393668330
